,Unnamed: 0,Edad,Sexo,Perscargo,Estrato,Nivel de estudios,Tipo de contrato,Ingresos,Egresos,Tipo de actividad,Tipo de vivienda,Total activos,Total pasivos,Salario,Ingresos por arriendo,Ingresos por honorarios,Ingresos financieros,Otros ingresos,Gasto familiar,Gasto obligatorio,Gasto arriendo,Otros gastos,Destino,Monto,Plazo,Cuota,ConoCliente,Garantia,RespPat,Fecha_corte,CuidadRes,Ocupacion,Agencia,Cargo,Califica,FecIngEmp,FecIngreso,FecUltAct,Ciiu,Pagare,Estado,MoraCome,EndeuIndi,Puntaje
136,137,57,yes,0,2,Primaria,Indefinido,400000,258000,Empleado,Familiar,0,220000,0,400000,0,0,0,0,258000,0,0,Consumo,2000000,24,108.578,Sin Referencias,Con Codeudor(es),Prop.sin Hipoteca,2009-04-30,Medellin,Sin Profesión,Altavista,,0,2008-02-18,2005-08-05,2009-04-23,industrias manufactu - elaboracion de produ,,Negado,Mora mayor a 60 Dìas,0,49.0
137,138,52,yes,3,3,Profesional,Prestación de Servicios,2430000,133000,Empleado,Familiar,0,1300000,2430000,0,0,0,0,0,133000,0,0,Consumo,1000000,12,95.93,Sin Referencias,Fondo de Garantia,Sin Patrimonio,2009-04-30,Sabaneta,Ingenieros civiles,Sabaneta,,0,2006-10-01,2008-08-27,2009-04-23,administracion publi,,Negado,Mora mayor a 60 Dìas,0,60.0
138,139,26,no,1,2,Tecnólogo,Indefinido,1313826,33000,Empleado,Arrendada,0,2000000,1313826,0,0,0,0,0,33000,0,0,Consumo,295000,3,102392,Buenas Referencias,Fondo de Garantia,Sin Patrimonio,2009-03-31,Medellin,Técnicos asistentes de servicios financieros contables y afines,Centro,,1,2007-03-01,2003-11-04,2009-03-31,administracion publi - actividades legislat,43962.0,Negado,Con Experiencia sin Mora,0,16.0
139,140,34,yes,3,3,Tecnólogo,Indefinido,2390000,1056000,Empleado,Propia,0,36000000,2390000,0,0,0,0,0,1056000,0,0,Consumo,5000000,48,160.641,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-04-30,Rionegro,Técnicos  en electrónica y telecomunicaciones,Rionegro,,1,1998-02-09,2008-06-26,2009-04-22,industrias manufactu - fabricacion de papel,,Negada,Con Experiencia sin Mora,6,
140,141,31,no,3,2,Bachiller,Labor Contratada,500000,25000,Empleado,Arrendada,0,0,500000,0,0,0,0,0,25000,0,0,Consumo,3000000,24,162.867,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-04-30,Itagui,Sin Profesión,Centro,,0,2008-01-24,2005-05-23,2009-04-08,otras actividades em - obtencion y suminist,,Negado,Mora mayor a 60 Dìas,0,51.0
141,142,65,no,0,3,Técnico,Ninguno,1589000,1084000,Jubilado,Propia,0,0,1589000,0,0,0,0,0,1084000,0,0,Consumo,2000000,12,194.964,Buena Experiencia CFB,Sin Codeudor,Prop.sin Hipoteca,2009-04-30,Envigado,Técnicos asistentes de servicios financieros contables y afines,Envigado,,1,,1981-11-17,2009-04-24,,,Negada,Con Experiencia sin Mora,32,
142,143,41,no,1,3,Profesional,Indefinido,1840000,565000,Empleado,Propia,0,5000000,1362000,0,0,0,478000,0,565000,0,0,Consumo,1600000,18,109142,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Caldas,Profesionales en ciencias biológicas y otras disciplinas relativas a los seres orgánicos,Caldas,,1,2008-10-01,2007-06-27,2009-03-18,otras actividades em - obtencion y suminist,43614.0,Negado,Con Experiencia sin Mora,0,46.0
143,144,62,no,0,3,Especializacion,Ninguno,3910000,2165000,Jubilado,Propia,0,13161700,3910000,0,0,0,0,0,2165000,0,0,Consumo,3000000,36,116.348,Buenas Referencias,Con Codeudor(es),Prop.sin Hipoteca,2009-04-30,Medellin,Profesores de educación secundaria,Belen,,1,,2006-11-08,2009-04-16,,,Negada,Con Experiencia sin Mora,20,
144,145,61,yes,2,1,Primaria,Ninguno,517000,104000,Jubilado,Arrendada,0,0,517000,0,0,0,0,0,104000,0,0,Consumo,1100000,18,74.897,Buenas Referencias,Fondo de Garantia,Prop.sin Hipoteca,2009-04-30,Medellin,Sin Profesión,Floresta,,1,,2009-04-28,2009-04-24,,,Negado,Con Experiencia sin Mora,0,46.0
145,146,50,no,0,2,Técnico,Ninguno,2183000,597000,Independiente,Arrendada,0,3000000,0,2183000,0,0,0,0,597000,0,0,Consumo,2400000,12,227640,Buena Experiencia CFB,Con Codeudor(es),Prop.sin Hipoteca,2009-03-31,Caldas,Técnicos asistentes de servicios administrativos y afines,Sabaneta,,1,,2002-07-08,2009-03-16,actividades inmobili - actividades inmobili,43540.0,Negado,Con Experiencia sin Mora,0,28.0
146,147,61,yes,2,1,Primaria,Ninguno,517000,104000,Jubilado,Arrendada,0,0,517000,0,0,0,0,0,104000,0,0,Consumo,1100000,18,74.897,Buenas Referencias,Fondo de Garantia,Prop.sin Hipoteca,2009-04-30,Medellin,Sin Profesión,Floresta,,1,,2009-04-28,2009-04-24,,,Negado,Con Experiencia sin Mora,0,46.0
147,148,52,yes,3,2,Primaria,Ninguno,800000,0,Independiente,Familiar,0,0,0,0,0,0,800000,0,0,0,0,Consumo,1500000,24,85.296,Buenas Referencias,Codeudor,Sin Patrimonio,2009-04-30,Medellin,Sin Profesión,Altavista,,0,,2007-04-17,2009-04-16,comercio al por mayo,,Negado,Sin experiencia,0,57.0
148,149,52,yes,3,2,Primaria,Ninguno,800000,0,Independiente,Familiar,0,0,0,0,0,0,800000,0,0,0,0,Consumo,1500000,24,85.296,Buenas Referencias,Codeudor,Sin Patrimonio,2009-04-30,Medellin,Sin Profesión,Altavista,,0,,2007-04-17,2009-04-16,comercio al por mayo,,Negado,Sin experiencia,0,61.0
149,150,54,no,2,3,Profesional,Indefinido,1762000,355000,Empleado,Propia,0,0,1262000,0,0,0,500000,0,355000,0,0,Consumo,936000,6,167382,Buena Experiencia CFB,Con Codeudor(es),Prop.sin Hipoteca,2009-03-31,Sabaneta,Odontólogos,Sabaneta,,1,1990-04-01,1993-08-19,2009-03-26,servicios sociales y - actividades relacion,43841.0,Negado,Màximo 3 moras 30 Dìas,0,50.0
150,151,51,no,0,2,Primaria,Indefinido,538000,0,Empleado,Propia,0,1500000,538000,0,0,0,0,0,0,0,0,Consumo,3000000,36,116.348,Buena Experiencia CFB,Libranza Establecida,Sin Patrimonio,2009-04-30,Sabaneta,Sin Profesión,Sabaneta,,1,1992-11-09,2003-10-09,2009-04-22,industrias manufactu - fabricacion de papel,,Negada,Con Experiencia sin Mora,19,
151,152,28,no,2,3,Técnico,Ninguno,3368000,942000,Independiente,Arrendada,0,21600000,0,425000,0,0,2943000,0,942000,0,0,Consumo,10000000,36,253.374,Buena Experiencia CFB,Fondo de Garantia,Prop.con Hipoteca,2009-04-30,Sabaneta,Técnicos asistentes de servicios administrativos y afines,Sabaneta,,1,,2003-02-06,2009-04-29,comercio al por mayo,,Negado,Mora mayor a 60 Dìas,0,53.0
152,153,54,no,1,2,Primaria,Ninguno,700000,356000,Independiente,Propia,0,0,700000,0,0,0,0,0,356000,0,0,Capital de Trabajo,2000000,24,113.729,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-04-30,Medellin,Sin Profesión,Itagui,,0,,2008-04-21,2009-04-16,comercio al por mayo - comercio mantenimien,,Negado,Con Experiencia sin Mora,0,48.0
153,154,47,no,4,4,Bachiller,Ninguno,3500000,950000,Independiente,Familiar,0,0,3500000,0,0,0,0,950000,0,0,0,Reposicion de Activos Fij,1000000,12,98.394,Buenas Referencias Comerc,Sin Codeudor,Sin Patrimonio,2009-04-30,Medellin,Sin Profesión,Altavista,,0,,2006-08-18,2009-04-06,hoteles y restaurant - hoteles restaurantes,,Negado,Con Experiencia sin Mora,0,74.0
154,155,49,no,0,2,Primaria,Indefinido,496900,0,Empleado,Propia,0,0,496900,0,0,0,0,0,0,0,0,Consumo,10000000,48,332688,Buena Experiencia CFB,Con Codeudor(es),Prop.sin Hipoteca,2009-03-31,Medellin,Sin Profesión,Belen,,1,2008-01-28,1992-02-19,2009-03-10,servicio domestico,43374.0,Negado,Con Experiencia sin Mora,0,56.0
155,156,45,no,1,3,Tecnólogo,Indefinido,700000,579000,Empleado,Familiar,0,0,700000,0,0,0,0,0,579000,0,0,Consumo,5000000,36,193.914,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-04-30,Medellin,Técnicos en control de equipos informáticos,Floresta,,1,2002-11-01,2003-12-01,2009-04-08,comercio al por mayo - comercio mantenimien,,Negada,Con Experiencia sin Mora,42,
156,157,41,no,2,3,Profesional,Indefinido,1537004,553000,Empleado,Arrendada,0,0,1537004,0,0,0,0,0,553000,0,0,Consumo,12700000,48,392.172,Sin experiencia CFB,Libranza Establecida,Sin Patrimonio,2009-04-30,Venecia,Profesores de educación preescolar,Caldas,,1,1995-05-02,2009-04-29,2009-04-20,educacion - educacion  en todas,,Negada,Mora mayor a 60 Dìas,50,
157,158,41,no,2,3,Profesional,Indefinido,1537004,553000,Empleado,Arrendada,0,0,1537004,0,0,0,0,0,553000,0,0,Consumo,12700000,48,392.172,Sin experiencia CFB,Libranza Establecida,Sin Patrimonio,2009-04-30,Venecia,Profesores de educación preescolar,Caldas,,1,1995-05-02,2009-04-29,2009-04-20,educacion - educacion  en todas,,Negada,Mora mayor a 60 Dìas,50,
158,159,38,no,0,3,Tecnólogo,Indefinido,1022000,466000,Empleado,Propia,0,0,1022000,0,0,0,0,0,466000,0,0,Consumo,500000,6,89.972,Buena Experiencia CFB,Libranza Establecida,Prop.sin Hipoteca,2009-04-30,Medellin,Administración de Empresas,Floresta,,1,1999-09-07,1999-01-23,2009-04-08,intermediacion finan - intermediacion finan,,Negado,Con Experiencia sin Mora,0,30.0
159,160,35,yes,0,2,Bachiller,Ninguno,496900,0,Jubilado,Arrendada,0,0,496900,0,0,0,0,0,0,0,0,Consumo,1000000,18,67290,Buena Experiencia CFB,Fondo de Garantia,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Centro,,1,,2008-02-16,2009-03-10,otras actividades de - eliminacion de despe,43377.0,Negado,Con Experiencia sin Mora,0,31.0
160,161,38,no,0,3,Tecnólogo,Indefinido,1022000,466000,Empleado,Propia,0,0,1022000,0,0,0,0,0,466000,0,0,Consumo,500000,6,89.972,Buena Experiencia CFB,Libranza Establecida,Prop.sin Hipoteca,2009-04-30,Medellin,Administración de Empresas,Floresta,,1,1999-09-07,1999-01-23,2009-04-08,intermediacion finan - intermediacion finan,,Negado,Con Experiencia sin Mora,0,27.0
161,162,42,no,3,2,Bachiller,Ninguno,6500000,6369000,Independiente,Familiar,0,0,0,0,0,6500000,0,1833000,1091000,3445000,0,Capital de Trabajo,800000,6,143062,Buenas Referencias Comerc,Sin Codeudor,Sin Patrimonio,2009-03-31,Bello,Sin Profesión,Bello,,1,2001-01-01,2008-09-25,2009-03-09,comercio al por mayo,43359.0,Negado,Con Experiencia sin Mora,0,31.0
162,163,38,no,0,3,Tecnólogo,Indefinido,1022000,466000,Empleado,Propia,0,0,1022000,0,0,0,0,0,466000,0,0,Consumo,500000,6,89.972,Buena Experiencia CFB,Libranza Establecida,Prop.sin Hipoteca,2009-04-30,Medellin,Administración de Empresas,Floresta,,1,1999-09-07,1999-01-23,2009-04-08,intermediacion finan - intermediacion finan,,Negado,Con Experiencia sin Mora,0,27.0
163,164,40,no,3,2,Bachiller,Indefinido,908000,300000,Empleado,Familiar,0,0,808000,0,0,0,100000,0,300000,0,0,Consumo,5000000,36,204126,Buena Experiencia CFB,Fondo de Garantia,Sin Patrimonio,2009-03-31,Bello,Sin Profesión,Bello,,0,1999-04-21,2008-07-17,2009-03-20,servicios sociales y - actividades relacion,43701.0,Negado,Con Experiencia sin Mora,37,58.0
164,165,38,no,0,3,Tecnólogo,Indefinido,1022000,466000,Empleado,Propia,0,0,1022000,0,0,0,0,0,466000,0,0,Consumo,500000,6,89.972,Buena Experiencia CFB,Libranza Establecida,Prop.sin Hipoteca,2009-04-30,Medellin,Administración de Empresas,Floresta,,1,1999-09-07,1999-01-23,2009-04-08,intermediacion finan - intermediacion finan,,Negado,Con Experiencia sin Mora,0,29.0
165,166,38,no,0,3,Tecnólogo,Indefinido,1022000,466000,Empleado,Propia,0,0,1022000,0,0,0,0,0,466000,0,0,Consumo,500000,6,89.972,Buena Experiencia CFB,Libranza Establecida,Prop.sin Hipoteca,2009-04-30,Medellin,Administración de Empresas,Floresta,,1,1999-09-07,1999-01-23,2009-04-08,intermediacion finan - intermediacion finan,,Negado,Con Experiencia sin Mora,0,31.0
166,167,38,no,0,3,Tecnólogo,Indefinido,1022000,466000,Empleado,Propia,0,0,1022000,0,0,0,0,0,466000,0,0,Consumo,500000,6,89.972,Buena Experiencia CFB,Libranza Establecida,Prop.sin Hipoteca,2009-04-30,Medellin,Administración de Empresas,Floresta,,1,1999-09-07,1999-01-23,2009-04-08,intermediacion finan - intermediacion finan,,Negado,Con Experiencia sin Mora,0,30.0
167,168,45,no,3,2,Profesional,Indefinido,1427000,511000,Empleado,Arrendada,0,570000,1427000,0,0,0,0,0,511000,0,0,Consumo,3000000,36,113025,Buenas Referencias,Fondo de Garantia,Inversiones,2009-03-31,Caldas,Profesores de educación preescolar,Caldas,,0,2001-03-14,2008-06-10,2009-03-17,educacion - educacion  en todas,43574.0,Negado,Mora mayor a 60 Dìas,0,61.0
168,169,66,yes,1,3,Bachiller,Ninguno,1464000,252000,Jubilado,Propia,0,0,1464000,0,0,0,0,0,252000,0,0,Consumo,1900000,24,106.225,Buena Experiencia CFB,Sin Codeudor,Prop.sin Hipoteca,2009-04-30,Medellin,Sin Profesión,Floresta,,0,,2006-03-17,2009-04-17,servicios sociales y,,Negada,Con Experiencia sin Mora,29,
169,170,66,yes,1,3,Bachiller,Ninguno,1464000,252000,Jubilado,Propia,0,0,1464000,0,0,0,0,0,252000,0,0,Consumo,1900000,24,106.225,Buena Experiencia CFB,Sin Codeudor,Prop.sin Hipoteca,2009-04-30,Medellin,Sin Profesión,Floresta,,0,,2006-03-17,2009-04-17,servicios sociales y,,Negada,Con Experiencia sin Mora,29,
170,171,51,yes,3,3,Tecnólogo,Ninguno,1000000,1127000,Independiente,Propia,0,0,1000000,0,0,0,0,0,1127000,0,0,Consumo,1200000,18,83.598,Buena Experiencia CFB,Con Codeudor(es),Prop.y Vehìculo,2009-04-30,Bello,Técnicos  en mecánica y construcción mecánica,Bello,,0,,2007-01-22,2009-04-24,transporte almacenam - transporte por via t,,Negado,Con Experiencia sin Mora,0,58.0
171,172,45,yes,2,2,Primaria,Ninguno,1509000,863000,Independiente,Familiar,0,0,0,0,0,0,1509000,0,863000,0,0,Consumo,2000000,24,104.886,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-04-30,Guarne,Sin Profesión,Centro,,1,,2000-01-25,2009-04-04,agricultura ganaderi - actividades de servi,,Negado,Con Experiencia sin Mora,0,49.0
172,173,58,no,0,2,Bachiller,Ninguno,2000000,22000,Ama de Casa,Arrendada,0,0,0,0,0,0,2000000,0,22000,0,0,Consumo,2000000,24,106944,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-03-31,Envigado,Sin Profesión,Envigado,,1,,2008-06-21,2009-03-06,,43336.0,Negado,Con Experiencia sin Mora,0,47.0
173,174,38,yes,2,2,Bachiller,Ninguno,975000,198000,Independiente,Propia,0,0,0,0,0,0,975000,0,198000,0,0,Reposicion de Activos Fij,1000000,12,98.394,Buenas Referencias,Sin Codeudor,Prop.sin Hipoteca,2009-04-30,Medellin,Sin Profesión,Centro,,0,,2008-01-19,2009-04-08,comercio al por mayo - comercio mantenimien,,Negada,Con Experiencia sin Mora,21,
174,175,37,yes,2,2,Técnico,Ninguno,2094000,534000,Independiente,Familiar,0,0,0,0,0,0,2094000,0,534000,0,0,Consumo,1000000,12,98.394,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-04-30,Medellin,Técnicos en programación y control informáticos,Belen,,1,,2009-04-28,2009-04-23,comercio al por mayo - comercio mantenimien,,Negada,Con Experiencia sin Mora,0,
175,176,51,yes,3,1,Ninguno,Ninguno,2120000,1847000,Independiente,Familiar,0,0,0,0,0,2120000,0,588000,305000,954000,0,Reposicion de Activos Fij,4500000,36,169538,Buenas Referencias,Conyuge,Prop.sin Hipoteca,2009-03-31,Medellin,Sin Profesión,Centro,,0,,2008-01-23,2009-03-19,comercio al por mayo - comercio mantenimien,43677.0,Negado,Con Experiencia sin Mora,0,50.0
176,177,26,yes,2,2,Bachiller,Indefinido,1167000,43000,Empleado,Familiar,0,0,1167000,0,0,0,0,0,43000,0,0,Consumo,7000000,36,285.101,Sin Referencias,Con Codeudor(es),Sin Patrimonio,2009-04-30,Rionegro,Sin Profesión,Rionegro,,1,2004-04-24,2008-06-23,2009-04-13,administracion publi - actividades de defen,,Negada,Mora mayor a 60 Dìas,4,
177,178,45,yes,3,2,Bachiller,Indefinido,523000,90000,Empleado,Arrendada,0,0,523000,0,0,0,0,0,90000,0,0,Consumo,1000000,24,56.129,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-04-30,Medellin,Sin Profesión,Centro,,0,2005-04-21,2008-03-26,2009-04-08,industrias manufactu - fabricacion de prend,,Negado,Con Experiencia sin Mora,0,50.0
178,179,68,yes,0,1,Primaria,Ninguno,958550,10000,Independiente,Propia,0,0,0,320000,0,0,638550,0,10000,0,0,Consumo,17000000,48,540785,Buena Experiencia CFB,Fondo de Garantia,Prop.sin Hipoteca,2009-03-31,Bello,Sin Profesión,Centro,,1,1967-10-01,1997-11-21,2009-03-13,comercio al por mayo - comercio mantenimien,43500.0,Negado,Con Experiencia sin Mora,0,40.0
179,180,53,yes,1,2,Tecnólogo,Ninguno,3870000,995000,Independiente,Propia,0,83958000,0,0,0,0,3870000,0,995000,0,0,Consumo,17000000,48,540785,Buenas Referencias,Admisible y Codeudor,Prop.con Hipoteca,2009-03-31,Medellin,Técnicos asistentes en operaciones comerciales.,Belen,,4,,2005-06-03,2009-03-31,industrias manufactu - fabricacion de produ,43737.0,Negado,Mora mayor a 60 Dìas,0,54.0
180,181,61,yes,1,4,Bachiller,Ninguno,2438000,1133000,Jubilado,Propia,0,0,2138000,300000,0,0,0,0,1133000,0,0,Consumo,10000000,48,341.803,Buena Experiencia CFB,Con Codeudor(es),Prop.sin Hipoteca,2009-04-30,Medellin,Sin Profesión,Centro,,1,,1999-12-02,2009-04-27,,,Negada,Con Experiencia sin Mora,11,
181,182,61,yes,1,4,Bachiller,Ninguno,2438000,1133000,Jubilado,Propia,0,0,2138000,300000,0,0,0,0,1133000,0,0,Consumo,10000000,48,341.803,Buena Experiencia CFB,Con Codeudor(es),Prop.sin Hipoteca,2009-04-30,Medellin,Sin Profesión,Centro,,1,,1999-12-02,2009-04-27,,,Negada,Con Experiencia sin Mora,11,
182,183,61,yes,1,4,Bachiller,Ninguno,2438000,1133000,Jubilado,Propia,0,0,2138000,300000,0,0,0,0,1133000,0,0,Consumo,10000000,48,341.803,Buena Experiencia CFB,Conyuge + Codeudor,Prop.sin Hipoteca,2009-04-30,Medellin,Sin Profesión,Centro,,1,,1999-12-02,2009-04-27,,,Negada,Con Experiencia sin Mora,4,
183,184,53,yes,0,3,Bachiller,Ninguno,2400000,952000,Independiente,Propia,0,13974000,2400000,0,0,0,0,0,952000,0,0,Consumo,800000,12,77189,Buenas Referencias,Prenda,Prop.sin Hipoteca,2009-03-31,Medellin,Sin Profesión,Floresta,,1,,2006-12-04,2009-03-20,transporte almacenam - transporte por via t,43715.0,Negado,Con Experiencia sin Mora,0,41.0
184,185,61,yes,1,4,Bachiller,Ninguno,2438000,1133000,Jubilado,Propia,0,0,2138000,300000,0,0,0,0,1133000,0,0,Consumo,10000000,48,341.803,Buena Experiencia CFB,Conyuge + Codeudor,Prop.sin Hipoteca,2009-04-30,Medellin,Sin Profesión,Centro,,1,,1999-12-02,2009-04-27,,,Negada,Con Experiencia sin Mora,4,
185,186,64,yes,1,3,Bachiller,Ninguno,4719000,2037000,Independiente,Propia,0,109000000,1032000,2450000,0,0,1237000,0,2037000,0,0,Consumo,52000000,60,$ 1.448.628,Buena Experiencia CFB,Hipoteca,Prop.sin Hipoteca,2009-04-30,Envigado,Sin Profesión,Envigado,,0,,2005-07-13,2009-04-30,,,Negada,Con Experiencia sin Mora,17,
186,187,44,yes,3,2,Bachiller,Ninguno,1100000,1160000,Independiente,Propia,0,0,1100000,0,0,0,0,0,1160000,0,0,Consumo,1000000,12,98.394,Buenas Referencias,Sin Codeudor,Prop.y Vehìculo,2009-04-30,Medellin,Sin Profesión,Altavista,,0,,2005-12-14,2009-04-30,transporte almacenam - transporte por via t,,Negado,Con Experiencia sin Mora,0,44.0
187,188,24,yes,2,1,Bachiller,Indefinido,892880,0,Empleado,Arrendada,0,0,892880,0,0,0,0,0,0,0,0,Consumo,250000,3,86773,Sin Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Bello,Sin Profesión,Centro,,1,2008-09-05,2009-03-30,2009-03-27,otras actividades em - actividades juridica,43816.0,Negado,Con Experiencia sin Mora,0,12.0
188,189,61,yes,1,3,Técnico,Ninguno,2023624,383000,Jubilado,Arrendada,0,0,2023624,0,0,0,0,0,383000,0,0,Consumo,6000000,36,254.677,Sin Referencias,Sin Codeudor,Sin Patrimonio,2009-05-31,Itagui,Técnicos postsecundarios no universitarios y asistentes,Envigado,,0,,2009-05-26,2009-05-15,construccion - construccion,,Negada,Mora mayor a 60 Dìas,3,
189,190,50,yes,3,2,Primaria,Prestación de Servicios,496900,0,Empleado,Arrendada,0,0,496900,0,0,0,0,0,0,0,0,Consumo,2500000,36,96.957,Buenas Referencias,Fondo de Garantia,Sin Patrimonio,2009-05-31,Medellin,Sin Profesión,Centro,,1,,1998-12-01,2009-05-11,transporte almacenam - transporte por via t,,Negado,Sin experiencia,0,66.0
190,191,45,yes,2,2,Primaria,Ninguno,1500000,863000,Independiente,Familiar,0,0,0,0,0,0,1500000,0,863000,0,0,Consumo,1200000,18,80748,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Guarne,Sin Profesión,Centro,,1,,2000-01-25,2009-03-26,agricultura ganaderi - actividades de servi,43847.0,Negado,Con Experiencia sin Mora,0,39.0
191,192,54,yes,1,2,Primaria,Ninguno,600000,0,Independiente,Propia,0,0,0,600000,0,0,0,0,0,0,0,Consumo,2000000,24,113.729,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-05-31,Medellin,Sin Profesión,Altavista,,0,,2006-10-18,2009-05-28,actividades inmobili - actividades inmobili,,Negada,Con Experiencia sin Mora,0,
192,193,54,yes,1,2,Primaria,Ninguno,600000,0,Independiente,Propia,0,0,0,600000,0,0,0,0,0,0,0,Consumo,2000000,24,113.729,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-05-31,Medellin,Sin Profesión,Altavista,,0,,2006-10-18,2009-05-28,actividades inmobili - actividades inmobili,,Negada,Con Experiencia sin Mora,0,
193,194,56,no,0,3,Bachiller,Ninguno,1070000,0,Independiente,Propia,0,0,0,0,0,0,1070000,0,0,0,0,Consumo,2000000,24,113.729,Buenas Referencias,Fondo de Garantia,Prop.sin Hipoteca,2009-05-31,Medellin,Sin Profesión,Belen,,0,,2006-10-13,2009-05-19,comercio al por mayo,,Negado,Con Experiencia sin Mora,0,53.0
194,195,53,no,2,2,Especializacion,Indefinido,3622000,1267000,Empleado,Propia,0,37163868,3622000,0,0,0,0,0,1267000,0,0,Consumo,5500000,36,206.761,Buena Experiencia CFB,Libranza Establecida,Prop.con Hipoteca,2009-05-31,La Estrella,Profesores y docentes en educación formal,Caldas,,1,1976-04-07,1995-09-07,2009-05-23,educacion - educacion  en todas,,Negado,Con Experiencia sin Mora,0,55.0
195,196,53,no,2,2,Especializacion,Indefinido,3622000,1267000,Empleado,Propia,0,37163868,3622000,0,0,0,0,0,1267000,0,0,Consumo,5500000,36,206.761,Buena Experiencia CFB,Libranza Establecida,Prop.con Hipoteca,2009-05-31,La Estrella,Profesores y docentes en educación formal,Caldas,,1,1976-04-07,1995-09-07,2009-05-23,educacion - educacion  en todas,,Negado,Con Experiencia sin Mora,0,53.0
196,197,54,no,1,2,Tecnólogo,Indefinido,910000,535000,Empleado,Propia,0,7000000,910000,0,0,0,0,0,535000,0,0,Consumo,3000000,36,128.046,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-05-31,La Estrella,Técnicos y asistentes de la medicina moderna y la salud,Caldas,,1,2005-09-26,2006-07-06,2009-05-19,otras actividades em - obtencion y suminist,,Negada,Màximo 3 moras 30 Dìas,9,
197,198,54,no,0,3,Primaria,Indefinido,1350000,53000,Independiente,Propia,0,0,1350000,0,0,0,0,0,53000,0,0,Consumo,8000000,48,257.026,Buenas Referencias,Fondo de Garantia,Sin Patrimonio,2009-05-31,Medellin,Sin Profesión,Altavista,,1,,2009-05-20,2009-05-18,otras actividades de - otras actividades de,,Negada,Sin experiencia,29,
198,199,65,no,0,4,Bachiller,Indefinido,1055000,311000,Empleado,Familiar,0,0,0,1055000,0,0,0,0,311000,0,0,Consumo,4500000,24,251.585,Buenas Referencias,Sin Codeudor,Prop.sin Hipoteca,2009-05-31,Medellin,Sin Profesión,Belen,,1,2005-10-20,2007-04-25,2009-05-29,servicios sociales y - actividades relacion,,Negado,Con Experiencia sin Mora,0,65.0
199,200,65,no,0,4,Bachiller,Indefinido,1055000,311000,Empleado,Familiar,0,0,0,1055000,0,0,0,0,311000,0,0,Consumo,4500000,24,251.585,Buenas Referencias,Sin Codeudor,Prop.sin Hipoteca,2009-05-31,Medellin,Sin Profesión,Belen,,1,2005-10-20,2007-04-25,2009-05-29,servicios sociales y - actividades relacion,,Negado,Con Experiencia sin Mora,0,51.0
200,201,56,yes,0,3,Bachiller,Ninguno,3600000,328000,Empleado,Familiar,0,0,2400000,0,0,0,1200000,0,328000,0,0,Consumo,5000000,48,160.641,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-05-31,Caldas,Sin Profesión,Caldas,,1,,2001-06-05,2009-05-08,comercio al por mayo,,Negada,Con Experiencia sin Mora,4,
201,202,68,yes,0,2,Primaria,Ninguno,1062000,656000,Jubilado,Familiar,0,1600000,1062000,0,0,0,0,0,656000,0,0,Consumo,2400000,36,93.079,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-05-31,Bello,Sin Profesión,Bello,,0,,2007-04-24,2009-05-16,,,Negada,Con Experiencia sin Mora,29,
